name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings,model,design,run
claudescience_d1_08,CCCCn1nc(C(C)(C)C)cc1-c1cccc(-c2cccc(-c3cc(C(C)(C)C)nn3CCCC)n2)n1,C32H44N6,512.7,8.07,61.4,0,6,9,2.95,0.354,0.0,False,0.269,True,True,0,2,claudescience,1,1
claudescience_d1_09,CCCCC(CC)Cn1cc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)nn3CCCC)n2)nn1,C30H48N6,492.8,7.82,61.4,0,6,11,3.52,0.338,0.0,False,0.492,True,True,0,1,claudescience,1,1
claudescience_d1_10,Cc1cc(-c2nnc(CC(C)(C)C)c(CC(C)(C)C)n2)nc2c1ccc1c(C)cc(-c3nnc4c(n3)C(C)(C)CCCC4(C)C)nc12,C39H50N8,630.9,9.02,103.1,0,8,4,3.8,0.446,0.019,False,0.576,True,True,2,2,claudescience,1,1
A  Cy5Me4-BTPhen,CC1(C)CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CC7(C)C)nc5c4n3)nnc21,C32H34N8,530.7,6.4,103.1,0,8,2,3.58,0.818,0.014,False,0.0,True,True,2,2,claudescience,1,2
B  spiro-BTBP,CC1(C)CCC2(CCCCC2)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C5(CCCCC5)CCC6(C)C)n4)n3)nnc21,C38H46N8,614.8,8.39,103.1,0,8,3,4.27,0.778,0.014,False,0.444,True,True,2,2,claudescience,1,2
C  4-hexyloxy-Cy6Me4-BTP,CCCCCCOc1cc(-c2nnc3c(n2)C(C)(C)CCCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCCC3(C)C)c1,C35H51N7O,585.8,8.22,99.5,0,7,8,3.69,0.5,0.021,False,0.4,True,True,2,1,claudescience,1,2
D  N-alkyl triazolyl-phen,CCCCCCn1c(-c2ccc3ccc4ccc(-c5nnc(C(C)(C)C)n5CCCCCC)nc4c3n2)nnc1C(C)(C)C,C36H50N8,594.9,9.06,87.2,0,8,12,3.08,0.412,0.0,False,0.259,True,True,0,2,claudescience,1,2
E  bis-click-triazolyl-terpy,CCCCC(CC)Cn1cc(-c2cccc(-c3cccc(-c4cn(CC(CC)CCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.09,87.2,0,8,15,3.77,0.375,0.0,False,0.23,True,True,0,2,claudescience,1,2
F  bis-click-triazolyl-BTP-ether,CCCCCCOc1cc(-c2cn(CC(C)(C)C)nn2)nc(-c2cn(CC(C)(C)C)nn2)c1,C25H39N7O,453.6,5.65,83.5,0,7,10,3.14,0.455,0.0,False,0.414,True,True,0,1,claudescience,1,2
G  bis-benzimidazolyl-triazine,CCCCC(CC)Cn1c(-c2nc(-c3nc4ccccc4n3CC(CC)CCCC)nc(N(CCCC)CCCC)n2)nc2ccccc21,C41H60N8,665.0,10.74,77.5,0,7,21,3.94,0.268,0.0,False,0.355,True,True,1,0,claudescience,1,2
H  bis-pyrazolyl-phen,CCCCCCn1nc(-c2ccc3ccc4ccc(-c5cc(C(C)(C)C)n(CCCCCC)n5)nc4c3n2)cc1C(C)(C)C,C38H52N6,592.9,10.27,61.4,0,6,12,3.08,0.469,0.0,False,0.52,True,True,0,2,claudescience,1,2
I  bis-pyrazolyl-quaterpy,CCCCCCn1nc(-c2cccc(-c3cccc(-c4cccc(-c5cc(C(C)(C)C)n(CCCCCC)n5)n4)n3)n2)cc1C(C)(C)C,C41H55N7,645.9,10.69,74.3,0,7,14,3.07,0.367,0.0,False,0.762,True,True,0,3,claudescience,1,2
J  bis-benzimidazolyl-pyridine,CCCCC(CC)Cn1c(-c2cc(C(C)(C)C)cc(-c3nc4ccccc4n3CC(CC)CCCC)n2)nc2ccccc21,C39H53N5,591.9,10.85,48.5,0,5,14,3.73,0.254,0.0,False,0.576,True,True,0,1,claudescience,1,2
L1_EH-CyMe4-BTP,CCCCC(CC)Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7,569.8,8.24,90.2,0,7,8,4.21,0.521,0.017,False,0.0,True,True,2,1,claudescience,1,3
L2_iBu4-tBu-BTP,CC(C)Cc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C31H47N7,517.8,6.88,90.2,0,7,10,3.25,0.444,0.0,False,0.271,True,True,2,1,claudescience,1,3
L3_asym-Bu2/CyMe4-BTBP,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCC,C32H40N8,536.7,6.88,103.1,0,8,9,3.39,0.69,0.018,False,0.491,True,True,2,2,claudescience,1,3
L4_asym-Pr2/CyMe4-BTP,CCCc1nnc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc1CCC,C25H33N7,431.6,5.04,90.2,0,7,6,3.31,0.7,0.019,False,0.841,True,True,2,1,claudescience,1,3
L5_Pn4-BTPhen,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.0,False,0.48,True,True,2,2,claudescience,1,3
L6_Np2-bistriazolylpy,CC(C)(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)(C)C)[nH]3)n2)[nH]1,C19H27N7,353.5,3.83,96.0,2,7,4,3.47,0.462,0.0,False,0.241,True,True,0,1,claudescience,1,3
L7_EH-bispyrazolylpy,CCCCC(CC)Cc1cc(-c2cccc(-c3cc(CC(CC)CCCC)[nH]n3)n2)n[nH]1,C27H41N5,435.7,7.38,70.2,2,5,14,3.7,0.5,0.0,False,0.379,True,True,0,1,claudescience,1,3
L8_Oc2-bisbenzimid-py,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.362,0.0,False,0.286,True,True,0,1,claudescience,1,3
L9_PyTri-EH,CCCCC(CC)Cn1cc(-c2cccc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,6.03,74.3,0,7,14,3.67,0.375,0.0,False,0.48,True,True,0,1,claudescience,1,3
L10_hemi-BTP-pyrazole,Cn1nc(CC(C)(C)C)cc1-c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C25H34N6,418.6,5.27,69.4,0,6,3,3.33,0.571,0.016,False,0.5,True,True,1,1,claudescience,1,3
P01 CyMe4-BTPhen-5-hexyloxy,CCCCCCOc1cc2ccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc2c2nc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)ccc12,C40H50N8O,658.9,9.14,112.4,0,8,8,3.78,0.58,0.016,False,0.0,True,True,2,2,claudescience,1,4
P06 tBu2tz-BTBP,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.486,0.0,False,0.19,True,True,2,2,claudescience,1,4
P12 bis(hexylbzim)-BTPhen,CCCCCCn1c(-c2ccc3ccc4ccc(-c5nc6ccccc6n5CCCCCC)nc4c3n2)nc2ccccc21,C38H40N6,580.8,9.98,61.4,0,6,12,2.69,0.414,0.0,False,0.279,True,True,0,2,claudescience,1,4
P17 bis(octyltriazolyl)-BTBP,CCCCCCCCn1cc(-c2cccc(-c3cccc(-c4cn(CCCCCCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.38,87.2,0,8,17,2.7,0.6,0.0,False,0.346,True,True,0,2,claudescience,1,4
"P07 CyMe4-BTBP-5,5'-di-tBu",CC(C)(C)c1ccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc1-c1nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)ccc1C(C)(C)C,C40H54N8,646.9,9.14,103.1,0,8,3,3.78,0.625,0.014,False,0.424,True,True,2,2,claudescience,1,4
"P18 CyMe4cp-BTBP-4,4'-dioctyl",CCCCCCCCc1cc(-c2cc(CCCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CC3(C)C)c1,C46H66N8,731.1,11.57,103.1,0,8,17,3.74,0.5,0.019,False,0.443,True,True,2,2,claudescience,1,4
P13 hybrid CyMe4/octyltriazolyl-phen,CCCCCCCCn1cc(-c2ccc3ccc4ccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)nc4c3n2)nn1,C33H40N8,548.7,7.6,95.2,0,8,9,3.28,0.6,0.015,False,0.571,True,True,1,2,claudescience,1,4
P15 tBu2tz-BTPhen-5-hexyloxy,CCCCCCOc1cc2ccc(-c3nnc(C(C)(C)C)c(C(C)(C)C)n3)nc2c2nc(-c3nnc(C(C)(C)C)c(C(C)(C)C)n3)ccc12,C40H54N8O,662.9,9.64,112.4,0,8,8,3.54,0.356,0.0,False,0.638,True,True,2,2,claudescience,1,4
P03 tBu2tz-BTPhen,CC(C)(C)c1nnc(-c2ccc3ccc4ccc(-c5nnc(C(C)(C)C)c(C(C)(C)C)n5)nc4c3n2)nc1C(C)(C)C,C34H42N8,562.8,7.68,103.1,0,8,2,3.11,0.462,0.0,False,0.656,True,True,2,2,claudescience,1,4
P09 CyMe4-BTP-4-(2-ethylhexyl),CCCCC(CC)Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7,569.8,8.24,90.2,0,7,8,4.21,0.521,0.017,False,0.547,True,True,2,1,claudescience,1,4
A_CyMe4_BTPhen_hexyl,CCCCCCc1cc2ccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc2c2nc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)ccc12,C40H50N8,642.9,9.31,103.1,0,8,7,3.78,0.604,0.016,False,0.0,True,True,2,2,claudescience,1,5
B_phen_bistriazine_EH,CCCCC(CC)Cc1nnc(-c2ccc3ccc4ccc(-c5nnc(CC(CC)CCCC)c(CC(CC)CCCC)n5)nc4c3n2)nc1CC(CC)CCCC,C50H74N8,787.2,13.52,103.1,0,8,26,4.63,0.417,0.0,False,0.355,True,True,2,2,claudescience,1,5
C_bis_123triazolyl_py,CCCCC(CC)Cn1cc(-c2cccc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,6.03,74.3,0,7,14,3.67,0.375,0.0,False,0.37,True,True,0,1,claudescience,1,5
D_bis_benzimidazolyl_py,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.362,0.0,False,0.309,True,True,0,1,claudescience,1,5
E_bis_124triazolyl_bipy,CCCCCCc1nc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)[nH]4)n3)n2)n[nH]1,C26H34N8,458.6,5.96,108.9,2,8,13,2.99,0.469,0.0,False,0.31,True,True,0,2,claudescience,1,5
F_bistriazinyl_pyrimidine,CC1(C)CCC(C)(C)c2nc(-c3cnc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3)nnc21,C26H34N8,458.6,4.88,103.1,0,8,2,3.57,0.526,0.015,False,0.357,True,True,2,0,claudescience,1,5
H_phen_bispyrazolyl,Cn1nc(-c2ccc3ccc4ccc(-c5cc(CC(C)(C)C)n(C)n5)nc4c3n2)cc1CC(C)(C)C,C30H36N6,480.7,6.76,61.4,0,6,4,3.09,0.34,0.0,False,0.255,True,True,0,2,claudescience,1,5
I_BTP_tBuAr,CC(C)c1nc(-c2cccc(-c3nnc(-c4ccc(C(C)(C)C)cc4)c(C(C)C)n3)n2)nnc1-c1ccc(C(C)(C)C)cc1,C37H43N7,585.8,8.96,90.2,0,7,6,2.97,0.564,0.0,False,0.222,True,True,2,1,claudescience,1,5
K_tripyridyl_triazine,CCCCCCc1ccc(-c2nnc(-c3ccc(CCCCCC)cn3)c(-c3ccc(CCCCCC)cn3)n2)nc1,C36H48N6,564.8,9.43,77.3,0,6,18,2.74,0.396,0.0,False,0.339,True,True,1,3,claudescience,1,5
L_phen_bis124triazolyl,CCCCC(CC)c1nnc(-c2ccc3ccc4ccc(-c5nnc(C(CC)CCCC)[nH]5)nc4c3n2)[nH]1,C30H38N8,510.7,7.72,108.9,2,8,12,4.19,0.38,0.0,False,0.451,True,True,0,2,claudescience,1,5
claudescience_d2_01,CCCCC(CC)CN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CC(CC)CCCC)nc3c2n1,C38H58N4O2,602.9,9.7,66.4,0,2,20,3.71,0.707,0.0,False,0.0,True,True,0,2,claudescience,2,1
claudescience_d2_02,CCCCC(CC)CN(C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)C3CCCCC3)n2)n1)C1CCCCC1,C40H62N4O2,631.0,10.13,66.4,0,2,17,3.85,0.397,0.019,False,0.45,True,True,0,2,claudescience,2,1
claudescience_d2_03,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.014,False,0.53,True,True,1,1,claudescience,2,1
claudescience_d2_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.526,0.014,False,0.79,True,True,1,2,claudescience,2,1
claudescience_d2_05,CCCCCCCCn1cc(-c2ccc3ccc4ccc(-c5cn(CCCCCCCC)nn5)nc4c3n2)nn1,C32H42N8,538.7,8.02,87.2,0,8,16,2.81,0.542,0.0,False,0.264,True,True,0,2,claudescience,2,1
claudescience_d2_06,CCCCCCOCCn1cc(-c2cccc(-c3cn(CCOCCCCCC)nn3)n2)nn1,C25H39N7O2,469.6,4.79,92.8,0,7,18,2.81,0.472,0.0,False,0.565,True,True,0,1,claudescience,2,1
claudescience_d2_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc(CC)c(CC)n4)nc3c2n1,C36H50N6O,582.8,8.63,84.8,0,5,16,3.92,0.464,0.0,False,0.703,True,True,1,2,claudescience,2,1
claudescience_d2_08,O=C(CN(CC(=O)N(CC1CCCCC1)CC1CCCCC1)CC(=O)N(CC1CCCCC1)CC1CCCCC1)N(CC1CCCCC1)CC1CCCCC1,C48H84N4O3,765.2,10.26,64.2,0,0,18,2.77,0.343,0.0,False,0.183,True,True,0,0,claudescience,2,1
claudescience_d2_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cn(CC(C)(C)C)nn2)n1,C29H49N5O,483.7,7.26,63.9,0,4,15,3.76,0.39,0.0,False,0.543,True,True,0,1,claudescience,2,1
claudescience_d2_10,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2ccc3ccccc3n2)n1,C31H43N3O,473.7,8.17,46.1,0,2,14,3.35,0.519,0.0,False,0.603,True,True,0,2,claudescience,2,1
"phen-2,9-dicarboxamide (2-EH)",CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.0,True,True,0,2,claudescience,2,2
"phen-2,9-dicarboxamide (Cy/Hx)",CCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCC)C4CCCCC4)nc3c2n1)C1CCCCC1,C38H54N4O2,598.9,9.49,66.4,0,2,14,2.88,0.622,0.022,False,0.444,True,True,0,2,claudescience,2,2
"bipy-6,6'-dicarboxamide",CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.705,True,True,0,2,claudescience,2,2
4-Me-dipicolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cc(C)cc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C40H73N3O2,628.0,11.14,53.5,0,1,26,4.14,0.564,0.0,False,0.659,True,True,0,1,claudescience,2,2
CyMe4-triazinyl-picolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.014,False,0.673,True,True,1,1,claudescience,2,2
CyMe4-triazinyl-phen-amide,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,10.15,84.8,0,5,16,3.31,0.615,0.015,False,0.559,True,True,1,2,claudescience,2,2
triazolyl-picolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cn(CC(C)(C)C)nn2)n1,C29H49N5O,483.7,7.26,63.9,0,4,15,3.76,0.39,0.0,False,0.704,True,True,0,1,claudescience,2,2
bis(triazolyl)pyridine-4-amide,CCCCCCCCN(CCCCCCCC)C(=O)c1cc(-c2cn(CC(C)(C)C)nn2)nc(-c2cn(CC(C)(C)C)nn2)c1,C36H60N8O,620.9,8.85,94.6,0,7,19,3.33,0.483,0.0,False,0.493,True,True,0,1,claudescience,2,2
pyrazolyl-picolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2C)n1,C30H50N4O,482.8,7.75,51.0,0,3,14,3.58,0.39,0.0,False,0.586,True,True,0,1,claudescience,2,2
phosphoryl-picolinamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(P(=O)(c2ccccc2)c2ccccc2)n1,C34H47N2O2P,546.7,7.88,50.3,0,1,18,2.81,0.604,0.0,False,0.404,True,True,0,1,claudescience,2,2
4-tBu-DPA-dioctyl,CCCCCCCCN(CCCCCCCC)C(=O)c1cc(C(C)(C)C)cc(C(=O)N(CCCCCCCC)CCCCCCCC)n1,C43H79N3O2,670.1,12.71,53.5,0,1,30,2.73,0.571,0.0,False,0.0,True,True,0,1,claudescience,2,3
"Bipy-6,6'-diamide",CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.333,True,True,0,2,claudescience,2,3
"Phen-2,9-diamide-2EH",CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.705,True,True,0,2,claudescience,2,3
Triazinyl-picolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.725,True,True,1,1,claudescience,2,3
CyMe4-triazinyl-picolinamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.45,71.9,0,4,16,3.07,0.529,0.016,False,0.456,True,True,1,1,claudescience,2,3
Triazolyl-picolinamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cn(CCCCCC)nn2)n1,C30H51N5O,497.8,8.08,63.9,0,4,21,2.62,0.509,0.0,False,0.532,True,True,0,1,claudescience,2,3
Phen-amide-CyMe4triazine,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.526,0.014,False,0.649,True,True,1,2,claudescience,2,3
Pyrazolyl-picolinamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)nn2CC(C)CC)n1,C34H58N4O,538.9,9.16,51.0,0,3,17,3.98,0.365,0.0,False,0.617,True,True,0,1,claudescience,2,3
Quinoline-triazolyl-amide,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2cccc(-c3cn(CCCC(C)C)nn3)c2n1,C34H53N5O,547.8,9.09,63.9,0,4,20,2.8,0.531,0.0,False,0.625,True,True,0,1,claudescience,2,3
Phosphoryl-picolinamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(P(=O)(c2ccccc2)c2ccccc2)n1,C34H47N2O2P,546.7,7.88,50.3,0,1,18,2.81,0.604,0.0,False,0.517,True,True,0,1,claudescience,2,3
P1_daphen_EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.0,True,True,0,2,claudescience,2,4
P5_phen_bisacetamide,CCCCCCN(CCCCCC)C(=O)Cc1ccc2ccc3ccc(CC(=O)N(CCCCCC)CCCCCC)nc3c2n1,C40H62N4O2,631.0,9.85,66.4,0,2,24,2.77,0.61,0.0,False,0.392,True,True,0,2,claudescience,2,4
P7_daphen_pip,CCCCC1CCN(C(=O)c2ccc3ccc4ccc(C(=O)N5CCC(CCCC)CC5)nc4c3n2)CC1,C32H42N4O2,514.7,6.87,66.4,0,2,8,2.67,0.561,0.023,False,0.389,True,True,0,2,claudescience,2,4
P8_daphen_38diPh,CCCCCCCCN(C)C(=O)c1nc2c(ccc3cc(-c4ccccc4)c(C(=O)N(C)CCCCCCCC)nc32)cc1-c1ccccc1,C44H54N4O2,670.9,10.98,66.4,0,2,18,2.9,0.451,0.0,False,0.407,True,True,0,2,claudescience,2,4
H1_btphen_amide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.526,0.014,False,0.649,True,True,1,2,claudescience,2,4
T1_triaz_pica_EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.554,True,True,1,1,claudescience,2,4
T3_btp_amidomethyl,CCCCCCN(CCCCCC)C(=O)c1cc(-c2nnc(CCC)c(CCC)n2)nc(-c2nnc(CCC)c(CCC)n2)c1,C36H56N8O,616.9,8.2,110.5,0,7,21,3.28,0.478,0.0,False,0.468,True,True,2,1,claudescience,2,4
A1_pyrazolyl_pica,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C)n(CC(C)(C)C)n2)n1,C31H52N4O,496.8,8.17,51.0,0,3,15,3.69,0.391,0.0,False,0.544,True,True,0,1,claudescience,2,4
A2_triazolyl_pica,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cn(CC(C)(C)C)nn2)n1,C29H49N5O,483.7,7.26,63.9,0,4,15,3.76,0.39,0.0,False,0.677,True,True,0,1,claudescience,2,4
B1_bipy_diamide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.725,True,True,0,2,claudescience,2,4
L1_DAPhen_2EH_tolyl,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,C44H54N4O2,670.9,11.13,66.4,0,2,16,3.8,0.66,0.0,False,0.0,True,True,0,2,claudescience,2,5
L2_Phen_CyMe4triaz_amide,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1)c1ccccc1,C38H44N6O,600.8,8.85,84.8,0,5,9,3.79,0.476,0.013,False,0.574,True,True,1,2,claudescience,2,5
L3_Py_CyMe4triaz_amide,CCCCC(CC)CN(C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1)c1ccc(C)cc1,C32H43N5O,513.7,7.45,71.9,0,4,9,3.62,0.429,0.013,False,0.722,True,True,1,1,claudescience,2,5
L4_DPA_2EH_otolyl,CCCCC(CC)CN(C(=O)c1cccc(C(=O)N(CC(CC)CCCC)c2ccccc2C)n1)c1ccccc1C,C37H51N3O2,569.8,9.42,53.5,0,1,16,3.66,0.63,0.0,False,0.554,True,True,0,1,claudescience,2,5
L5_BipyDA_hexyl_phenyl,CCCCCCN(C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)c3ccccc3)n2)n1)c1ccccc1,C36H42N4O2,562.8,8.6,66.4,0,2,15,2.57,0.707,0.0,False,0.421,True,True,0,2,claudescience,2,5
L6_Triazolyl_py_amide,CCCCC(CC)CN(C(=O)c1cccc(-c2cn(CC(CC)CCCC)nn2)n1)c1ccc(C)cc1,C31H45N5O,503.7,7.73,63.9,0,4,15,3.6,0.435,0.0,False,0.608,True,True,0,1,claudescience,2,5
L7_Pyrazolyl_py_amide,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2ccn(CC(CC)CCCC)n2)n1,C33H56N4O,524.8,9.04,51.0,0,3,20,3.92,0.4,0.0,False,0.565,True,True,0,1,claudescience,2,5
L8_Benzimid_py_amide,CCCCCCn1c(-c2cccc(C(=O)N(CC(CC)CCCC)c3ccc(C)cc3)n2)nc2ccccc21,C34H44N4O,524.8,8.85,51.0,0,3,14,3.11,0.431,0.0,False,0.6,True,True,0,1,claudescience,2,5
L9_BTP_mono_amide,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)c(C(=O)N(CC)CC)n3)n2)nc1C(=O)N(CC)CC,C33H49N9O2,603.8,6.0,130.8,0,7,18,3.25,0.6,0.0,False,0.386,True,True,2,1,claudescience,2,5
L10_Phen_pyrazolyl_amide,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(-c4ccn(CC(CC)CCCC)n4)nc3c2n1)c1ccc(C)cc1,C39H49N5O,603.9,10.03,63.9,0,4,15,3.82,0.5,0.0,False,0.733,True,True,0,2,claudescience,2,5
claudescience_d3_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.467,0.077,False,0.0,True,True,0,2,claudescience,3,1
claudescience_d3_02,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.362,0.1,False,0.4,True,True,0,2,claudescience,3,1
claudescience_d3_03,CCCCC(CC)CN(C(=O)c1cccc(C(=O)N(CC(CC)CCCC)c2ccccc2)n1)c1ccccc1,C35H47N3O2,541.8,8.81,53.5,0,1,16,3.5,0.38,0.09,False,0.54,True,True,0,1,claudescience,3,1
